distance_km, height_m, lat, lng
5.688, 579.9, 48.11117521109924, 13.610374285769467
5.708, 581.3, 48.11127917927814, 13.610147689505993
5.728, 582.7, 48.1113831470116, 13.609921092325749
5.748, 584.2, 48.11148571593482, 13.609693246668144
5.769, 585, 48.11156924728888, 13.60944841609762
5.789, 585.4, 48.11165277812295, 13.609203584731176
5.809, 585.2, 48.11173630843699, 13.608958752568697
5.83, 584.8, 48.1118189244148, 13.608713228310307
5.85, 584.1, 48.11190092211398, 13.60846723593454
5.87, 583.6, 48.1119829192882, 13.608221242773652
5.891, 583.3, 48.11208101182848, 13.60798928166912
5.911, 583.8, 48.1121854907383, 13.607763240154668
5.931, 584.4, 48.11229194537531, 13.607539244130066
5.952, 584.7, 48.11239839957703, 13.607315247177326
5.972, 585, 48.11250485334349, 13.607091249296445
5.992, 585.1, 48.11261132229404, 13.60686726729
6.013, 585.3, 48.11271904768495, 13.606644636419219
6.033, 585.6, 48.11282677264585, 13.606422004614956
6.053, 585.8, 48.11293729437605, 13.606202690167379
6.073, 586.1, 48.11305731896935, 13.605994648386627
6.094, 586.3, 48.11317734318717, 13.605786605633966
6.114, 586.4, 48.11329122664177, 13.605571079162246
6.134, 586.6, 48.11340281448376, 13.605352754776845
6.155, 587.2, 48.11352648585689, 13.605150271796674
6.175, 588.2, 48.11365619634094, 13.604955705714247
6.195, 588.8, 48.1137822263323, 13.604755819461047
6.216, 589, 48.11390742881825, 13.604554736682644
6.236, 590, 48.11403369196275, 13.604355202726879
6.256, 591.1, 48.11416476362218, 13.604162692012324
6.277, 592, 48.11429583496009, 13.603970180315741
6.297, 592.7, 48.11443707539797, 13.603795080644545
6.317, 593.4, 48.11458190089162, 13.603626119115916
6.338, 594.1, 48.11472672613763, 13.603457156634818
6.358, 594.6, 48.11487155113598, 13.603288193201251
6.378, 594.9, 48.11501637588665, 13.603119228815217
6.398, 595.6, 48.11515962717912, 13.602947293690136
6.419, 595.7, 48.11529583974571, 13.602763702350558
6.439, 596, 48.11539910204974, 13.602539709129019
6.459, 596.1, 48.11548433685073, 13.602296180545864
6.48, 595.3, 48.11551538658759, 13.602026136956283
6.5, 594.4, 48.11554043834078, 13.601753926567426
6.52, 594.8, 48.11554505915717, 13.601479049289878
6.541, 595.2, 48.1155496793181, 13.601204171962877
6.561, 596, 48.11555429882356, 13.600929294586422
6.581, 596.9, 48.11555891767355, 13.600654417160627
6.602, 598, 48.11558307457219, 13.600382329383706
6.622, 599.6, 48.11565315829306, 13.600130525307577
6.642, 601.2, 48.11576827964335, 13.599918540795898
6.663, 602.5, 48.11590727047886, 13.599740571101052
6.683, 604.2, 48.116054170359, 13.599575680757539
6.703, 606, 48.11620516388284, 13.599419296118867
6.723, 607.2, 48.11635615719453, 13.599262910561038
6.744, 607.8, 48.11650715029405, 13.599106524084164
6.764, 608.2, 48.11665393976843, 13.598942079671474
6.784, 608.8, 48.11679174911237, 13.598760421872043
6.805, 608.9, 48.11690741868046, 13.598548711345302
6.825, 608.8, 48.11699589049346, 13.598309217191172
6.845, 610.3, 48.11704457005229, 13.598045727298882
6.866, 611.8, 48.11708052299392, 13.597776079874961
6.886, 613.1, 48.11711869606586, 13.597507143220355
6.906, 614.2, 48.11715949385964, 13.597239046859158
6.927, 615.2, 48.11720029102991, 13.596970950072205
6.947, 616.6, 48.1172416530638, 13.596703100405193
6.967, 618.1, 48.11730366107941, 13.596444288390558
6.988, 619.6, 48.11736566851393, 13.5961854757511
7.008, 621.8, 48.11742767536736, 13.595926662487045
7.028, 623.9, 48.11749078498488, 13.595668460587376
7.048, 627, 48.11755626671856, 13.595411574096715
7.069, 630.5, 48.11762174787977, 13.595154686951219
7.089, 633.9, 48.1176872284685, 13.594897799151
7.109, 638.4, 48.11776011938912, 13.594645985170473
7.13, 642.4, 48.11784696819006, 13.594403728177895
7.15, 646.1, 48.11793381648187, 13.594161470366316
7.17, 649.4, 48.11802066426456, 13.59391921173551
7.191, 652.9, 48.11810751153812, 13.593676952285819
7.211, 656.1, 48.11819435830254, 13.593434692017127
7.231, 658.7, 48.11828120455782, 13.59319243092932
7.252, 660.9, 48.11837895314292, 13.592959889967801
7.272, 662.6, 48.11847971261118, 13.592730033023486
7.292, 664.1, 48.11858047162112, 13.59250017517752
7.313, 665.3, 48.11869093499067, 13.592281028898697
7.333, 667, 48.11880766308389, 13.592068797303455
7.353, 669.4, 48.11892439078635, 13.591856564743694
7.373, 671.5, 48.11904111809809, 13.591644331219527
7.394, 673.5, 48.11915382066041, 13.591427297239761
7.414, 675.4, 48.11926252918755, 13.591206171344766
7.434, 677, 48.1193502038404, 13.590965107951888
7.455, 678.5, 48.1193566009764, 13.590690910843364
7.475, 679.5, 48.11934456542934, 13.590417822908648
7.495, 679.9, 48.11945443583998, 13.590242217916511
7.516, 681.2, 48.11957386473157, 13.590418647208026
7.536, 680, 48.11954099499771, 13.590684776290573
7.556, 678.1, 48.11950000004417, 13.590951172700215
7.577, 676.5, 48.11950718051303, 13.591225394905337
7.597, 675.6, 48.11955254714434, 13.591490188259627
7.617, 675.6, 48.11963835193918, 13.591731291745305
7.638, 675.3, 48.11970721359074, 13.5919845919625
7.658, 674.9, 48.1197524362678, 13.59225083541719
7.678, 674.3, 48.11976862165148, 13.592524162025711
7.698, 673.5, 48.1197651231591, 13.592798977979783
7.719, 672.2, 48.11976000003582, 13.593073847681126
7.739, 671, 48.11976000009227, 13.593348834651806
7.759, 670.3, 48.11978196019282, 13.593617907058729
7.78, 671.8, 48.1199197815633, 13.59377489075382
7.8, 674.6, 48.12005956871371, 13.593637705748051
7.82, 676.6, 48.12013444992419, 13.593386650341245
7.841, 678, 48.12021645828119, 13.593140626120658
7.861, 679.7, 48.12030675058455, 13.592902793309122
7.881, 681.7, 48.12042554914676, 13.592693148771673
7.902, 684, 48.12057448967935, 13.592536335787031
7.922, 686.7, 48.12073118664078, 13.592393078987243
7.942, 689.1, 48.12084142670073, 13.59219001005954
7.963, 690.5, 48.12090779544898, 13.591935336188726
7.983, 691.6, 48.12099513830756, 13.59169346323722
8.003, 692.7, 48.12110634193843, 13.591474912221656
8.023, 693.5, 48.12123403295579, 13.59127835498839
8.044, 694.1, 48.12136815300256, 13.591090587331564
8.064, 694.8, 48.12150227274348, 13.590902818694303
8.084, 695.6, 48.12163810901076, 13.59071785458491
8.105, 696.2, 48.12177461693894, 13.590533987553727
8.125, 697, 48.12191112457383, 13.590350119545406
8.145, 697.9, 48.12204692759244, 13.5901651271422
8.166, 698.7, 48.12217798171894, 13.589972559618445
8.186, 700.6, 48.12230903552376, 13.589779991112096
8.206, 702.3, 48.12244008900689, 13.58958742162315
8.227, 703.7, 48.12257518536241, 13.589401570499035
8.247, 703.9, 48.12271659902456, 13.589226217549822
8.267, 704, 48.12286502584799, 13.589064974299049
8.288, 705.8, 48.12303257926555, 13.588963364883512
8.308, 707.7, 48.1232111494179, 13.588899590054211
8.328, 709.6, 48.12338971953498, 13.588835814781419
8.348, 711.5, 48.1235702460795, 13.588790740916465
8.369, 712.4, 48.1237532786266, 13.588769621849224
8.389, 713.4, 48.12393631116982, 13.58874850263146
8.409, 714.4, 48.12411964513912, 13.588736677434326
8.43, 714.5, 48.12430318224686, 13.58873111569585
8.45, 712.6, 48.12448457380273, 13.588692285158572
8.47, 710.5, 48.12465622753187, 13.588603892536753
8.491, 708.6, 48.12481964584551, 13.588478605063983
8.511, 706.7, 48.12498008474175, 13.58834509974804
8.531, 704.3, 48.12513919662784, 13.58820793405107
8.552, 702.3, 48.12529120462625, 13.588053936398978
8.572, 700, 48.12544209478646, 13.587897300532177
8.592, 698.3, 48.1255924231358, 13.587739455862902
8.613, 697.1, 48.12572878617036, 13.58755631152394
8.633, 696.3, 48.12586236301615, 13.587368287717482
8.653, 695.1, 48.12601751832886, 13.587221298508666
8.673, 694.1, 48.12618045295277, 13.58709497885036
8.694, 693, 48.12634470568604, 13.586972161026893
8.714, 691.4, 48.12650895828845, 13.58684934241785
8.734, 690, 48.12667321076001, 13.58672652302323
8.755, 688.7, 48.12683746310072, 13.58660370284315
8.775, 687.5, 48.12700171531056, 13.586480881877378
8.795, 685.3, 48.12716532989648, 13.586356312675548
8.816, 683.2, 48.12732302411108, 13.586215514565538
8.836, 681.3, 48.12747448096759, 13.586061832714677
8.856, 679.7, 48.12760503045869, 13.585869588720925
8.877, 678, 48.12772847677793, 13.585667455144971
8.897, 675.3, 48.12789694991866, 13.585583611526317
8.917, 672.2, 48.12806934846858, 13.58565487656881
8.938, 669.6, 48.12818404508312, 13.58586638872464
8.958, 666.4, 48.12833296239043, 13.586023972607336
8.978, 664.5, 48.12850491971584, 13.586116159808057
8.998, 662.6, 48.12868467300699, 13.586166807617815
9.019, 660.8, 48.12886779624478, 13.586186083651228
9.039, 658.9, 48.12905091947936, 13.586205359822088
9.059, 657.9, 48.12923398960702, 13.586225655734097
9.08, 656.8, 48.12941689203669, 13.586249171563509
9.1, 655.6, 48.12959979446158, 13.586272687560495
9.12, 653.9, 48.12978269688167, 13.586296203724942
9.141, 651.1, 48.12996585838255, 13.5863074713983
9.161, 648.5, 48.13014938761923, 13.586301353752901
9.181, 646.6, 48.13032686981101, 13.586238188825291
9.202, 644.5, 48.13050263357825, 13.586158812416556
9.222, 642.1, 48.13067839729085, 13.586079435464399
9.242, 639.5, 48.13085416094879, 13.586000057968931
9.263, 636.9, 48.13102992455207, 13.585920679930155
9.283, 635.2, 48.13120398320073, 13.585833664639495
9.303, 634, 48.13137624958421, 13.585738621018322
9.323, 633.2, 48.13153827934359, 13.585610585789937
9.344, 632.5, 48.13169781474128, 13.58547451124582
9.364, 630.9, 48.13185373231561, 13.585329509830899
9.384, 627.6, 48.13200789107484, 13.585180168386614
9.405, 624.4, 48.13215515933831, 13.585016592378793
9.425, 621.3, 48.13230397745006, 13.584856023346674
9.445, 617.9, 48.1324566683839, 13.584703332810477
9.466, 615.8, 48.13260935911549, 13.58455064136615
9.486, 613.8, 48.13276418665274, 13.584402917740363
9.506, 611.7, 48.132920074467, 13.584257658896377
9.527, 609.6, 48.13307596209824, 13.584112399170522
9.547, 607.6, 48.13322983254771, 13.583962407303716
9.567, 605.7, 48.13338333507579, 13.583811551966505
9.588, 603.5, 48.13353683740646, 13.583660695727417
9.608, 601.3, 48.13368907393907, 13.583507413673829
9.628, 599.3, 48.13382378656024, 13.58332055504843
9.648, 597.3, 48.13395849887853, 13.583133695442598
9.669, 595.2, 48.13407266633783, 13.582919501178367
9.689, 593.5, 48.13417608985615, 13.582692601511553
9.709, 592.3, 48.13426819460197, 13.582454663971703
9.73, 591.1, 48.13438341797768, 13.582240613083286
9.75, 590, 48.13454131449381, 13.582107753775063
9.77, 588.9, 48.13471843677509, 13.58204104928177
9.791, 587.7, 48.13490148681085, 13.582030000000032
9.811, 586.6, 48.13508492674986, 13.582020317079014
9.831, 585.5, 48.13526647853303, 13.581979891276887
9.852, 584.4, 48.13543796057197, 13.581886547634667
9.872, 583.4, 48.13560206615615, 13.581764467286575
9.892, 582.7, 48.13575443089648, 13.581613353779176
9.913, 582.4, 48.13588304005092, 13.581417179990922
9.933, 582.2, 48.13599854431018, 13.58120436719173
9.953, 582.2, 48.13608055519876, 13.580958269104485
9.973, 582.3, 48.13616007870659, 13.58071034423972
9.994, 582.6, 48.13623960168122, 13.580462418606999
10.014, 582.5, 48.13631980956964, 13.580214988874332
10.034, 582.7, 48.13640012003838, 13.579967633081537
10.055, 583.1, 48.13648042997637, 13.57972027651499
10.075, 583.8, 48.13655872061196, 13.579471477518723
10.095, 584.5, 48.13663636027034, 13.57922221327101
10.116, 584.4, 48.13672491294195, 13.57898296766291
10.136, 584, 48.13683785736221, 13.578766114893142
10.156, 583.9, 48.13695229925298, 13.578551227554726
10.177, 583.9, 48.13708090536035, 13.578354934236131
10.197, 583.9, 48.13721667769065, 13.578170209313157
10.217, 584.5, 48.137356874765, 13.57799262699291
10.238, 585.6, 48.13749707156578, 13.577815043702685
10.258, 586.5, 48.13763141482156, 13.577791795886924
10.278, 587.5, 48.13775728178972, 13.577992038843831
10.298, 588.2, 48.13786121758748, 13.578216869324592
10.319, 588.7, 48.13795388578704, 13.578454332213482
10.339, 588.1, 48.13805265376311, 13.578686191299994
10.359, 587.3, 48.13815280739647, 13.578916681966348
10.38, 586.6, 48.13826000000007, 13.579140000000052
